batting_team,bowling_team,venue,toss_winner,toss_decision,overs,balls,current_score,wickets,batting_team_form,bowling_team_form,head_to_head,key_batsman_form,key_bowler_form,venue_factor,final_score
Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,Delhi Capitals,field,8,0,54,6,0.49030236119094883,0.6907291826920885,0.6992965886003965,0.4832641758416737,0.6441468624872182,0.7524505615807165,148
Kolkata Knight Riders,Chennai Super Kings,Punjab Cricket Association Stadium,Chennai Super Kings,field,9,0,77,7,0.601284915519011,0.6990932711065057,0.5432250268696036,0.7935269568092624,0.526588088659549,0.8914750775937533,138
Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Delhi Capitals,bat,14,0,79,10,0.7896292687499096,0.3299151843065048,0.4387034950645241,0.6433972744075162,0.7938604059754499,1.061891008835818,124
Gujarat Titans,Punjab Kings,Eden Gardens,Punjab Kings,bat,20,0,176,5,0.7303011506879264,0.7567865229993338,0.6005388616275922,0.5446766342767786,0.7709236352984311,1.2701415000106517,176
Royal Challengers Bangalore,Lucknow Super Giants,Ekana Cricket Stadium,Lucknow Super Giants,bat,17,1,179,0,0.707208546888147,0.7858519975356493,0.5122835275839912,0.5107816588438018,0.618720580677818,1.210091136968937,207
Rajasthan Royals,Sunrisers Hyderabad,Feroz Shah Kotla,Rajasthan Royals,bat,14,5,129,3,0.5718051443957118,0.4159519973703478,0.21272709088572134,0.7834148250901205,0.7233297429292662,0.886293229260761,165
Sunrisers Hyderabad,Chennai Super Kings,Ekana Cricket Stadium,Chennai Super Kings,bat,7,0,42,9,0.7254048353438931,0.576902659249625,0.38307350566526194,0.47306426942360164,0.6417122952907957,0.7538292805090662,144
Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,bat,15,4,119,5,0.5406878178297595,0.7177220283687876,0.6632553064252891,0.6773080713031243,0.8598000090001747,0.9201835283950661,159
Rajasthan Royals,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,5,0,25,10,0.7573640561668521,0.3300326331155408,0.7086464921780185,0.6265659497757897,0.7063960435131782,1.2501695572559548,97
Sunrisers Hyderabad,Gujarat Titans,Wankhede Stadium,Sunrisers Hyderabad,bat,5,0,24,9,0.6022116700997163,0.6260238725115557,0.3756167153357977,0.7307673043784627,0.44372484184384064,1.044820778509597,138
Kolkata Knight Riders,Royal Challengers Bangalore,Ekana Cricket Stadium,Royal Challengers Bangalore,field,14,2,108,1,0.6403350275066717,0.5732980791008238,0.37919611235895334,0.5429322000154384,0.5560266734677668,1.0356410771013282,160
Royal Challengers Bangalore,Gujarat Titans,Narendra Modi Stadium,Royal Challengers Bangalore,field,20,0,185,7,0.3076691928972496,0.4038008801536897,0.5767702281683282,0.4043654169913716,0.8286782234698621,1.178971159099917,185
Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Stadium,Lucknow Super Giants,field,6,5,59,1,0.8372809113201996,0.8919990320064386,0.4760553521204268,0.8347969609795716,0.7414041875610884,0.7448497614231694,206
Lucknow Super Giants,Punjab Kings,Rajiv Gandhi International Stadium,Punjab Kings,bat,16,2,158,6,0.3532251302492031,0.7805215570655961,0.24389334640305643,0.5601877285796693,0.4581750745206878,0.9345480299274647,184
Sunrisers Hyderabad,Lucknow Super Giants,Eden Gardens,Sunrisers Hyderabad,bat,7,1,53,2,0.8271313511753071,0.672294057078413,0.5255388002463699,0.45078895959119747,0.4393741053413192,0.8249781123955899,199
Rajasthan Royals,Chennai Super Kings,Eden Gardens,Rajasthan Royals,bat,12,4,94,10,0.42027154127223393,0.7987184132995072,0.6627710305939245,0.7118168250496634,0.5643476041302085,0.9530214230046026,147
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,Rajasthan Royals,bat,13,0,85,8,0.7810807256621459,0.8414042058762317,0.6331819096651679,0.6484671305008662,0.8546655211028187,0.8430964955998431,116
Chennai Super Kings,Rajasthan Royals,Feroz Shah Kotla,Chennai Super Kings,field,14,0,97,8,0.8676571864544564,0.6618470920698618,0.7781611477020578,0.43210467065354263,0.4900093756339095,0.9614698628380959,125
Punjab Kings,Chennai Super Kings,M. Chinnaswamy Stadium,Punjab Kings,bat,20,0,157,8,0.454330984898075,0.4375498960952543,0.742314567254545,0.9161702252639167,0.6121538495201324,1.1409894902265298,157
Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,Lucknow Super Giants,bat,19,4,234,4,0.4336876101019083,0.41953298366726627,0.49175062005120773,0.6395755160174815,0.5767473418490316,1.025128898061178,236
Chennai Super Kings,Mumbai Indians,Punjab Cricket Association Stadium,Chennai Super Kings,field,8,4,64,10,0.685353079651764,0.6793902645880703,0.47986720244062103,0.5804889609743908,0.4086314058948607,1.0823049321729385,115
Gujarat Titans,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Gujarat Titans,field,5,2,41,6,0.32888461120053336,0.5740412357729319,0.7040938737548348,0.427037225518586,0.7950117810497704,1.219867915472023,152
Chennai Super Kings,Punjab Kings,Wankhede Stadium,Punjab Kings,field,14,0,79,8,0.5824667403787283,0.5515125830725869,0.44840032611515257,0.556612593845347,0.4098429229518688,1.0611620912582973,126
Lucknow Super Giants,Sunrisers Hyderabad,Narendra Modi Stadium,Lucknow Super Giants,bat,15,2,129,7,0.7237652235749572,0.7916555585333902,0.7221592973748376,0.6810115414554554,0.6612089400280375,1.0353491306903768,151
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,17,2,154,1,0.3272544694940082,0.4987565567449926,0.6720618882981175,0.7470407804181762,0.5529772997819107,0.7632919618670518,176
Gujarat Titans,Lucknow Super Giants,Rajiv Gandhi International Stadium,Gujarat Titans,field,8,1,64,7,0.4473651993354991,0.3872452876391276,0.4316816060262512,0.6273293191131614,0.4934276170866656,1.034889650397247,158
Sunrisers Hyderabad,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,14,0,131,1,0.3712785583644011,0.6572047250047304,0.2134564291710197,0.8478059400158136,0.6104488960893119,0.8154855829232331,179
Mumbai Indians,Delhi Capitals,Narendra Modi Stadium,Delhi Capitals,bat,16,0,117,7,0.7127359616657809,0.5753364463724457,0.6016306880632271,0.40594118157265585,0.6421089023870414,1.0950408510367713,137
Kolkata Knight Riders,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,field,15,1,119,10,0.8429758245292476,0.3072351017029816,0.47949032317417767,0.9197811610842344,0.7492156520706119,0.80565329135863,141
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,Rajasthan Royals,field,12,4,88,7,0.7736514429761199,0.6525363188096509,0.2629204307035927,0.719405079957556,0.5802571932519558,1.1751373631352215,134
Mumbai Indians,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,bat,6,4,57,4,0.5803973988525635,0.7252955571011455,0.502360387024162,0.4214927183484022,0.6010608685604975,1.0852719443800716,173
Mumbai Indians,Punjab Kings,Punjab Cricket Association Stadium,Mumbai Indians,field,19,3,193,5,0.8076330214912477,0.7736141198117052,0.7154462533330119,0.42147728409931884,0.6450457890375858,1.0124107263970963,197
Mumbai Indians,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,field,11,1,63,8,0.6715266651200716,0.6047090705872078,0.660867409647652,0.6787102457962263,0.5710289772048853,1.2024910969202631,132
Kolkata Knight Riders,Rajasthan Royals,M. A. Chidambaram Stadium,Kolkata Knight Riders,field,15,5,117,9,0.5091255397163233,0.7325884007172578,0.6294465505444008,0.4774222823199802,0.6970964569515257,1.2734143038387489,136
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,bat,16,1,137,0,0.35830987503456124,0.7938208427481566,0.7773946738488613,0.934345778140838,0.4252948502081074,1.215049811039198,170
Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,Delhi Capitals,field,7,1,65,1,0.46735756324235433,0.49928592976103037,0.5886818700852314,0.4570433702740992,0.9088533397902042,0.8202096561242118,192
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,Chennai Super Kings,field,7,5,72,1,0.8041180654880891,0.5559451651383156,0.225327460912238,0.7919297151663438,0.7817543405059344,0.7677178481927676,208
Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Mumbai Indians,field,20,0,167,0,0.8632321706946302,0.5724650823109856,0.26888125781695743,0.585475680467352,0.9409931396650102,0.8609523464449851,167
Gujarat Titans,Chennai Super Kings,Sawai Mansingh Stadium,Gujarat Titans,field,19,4,154,8,0.6421814286733978,0.3457789693490433,0.2654009064916971,0.9498126036733499,0.5772352162050753,1.224091493537565,155
Punjab Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,Punjab Kings,bat,14,3,141,1,0.8976216279485503,0.5358092822673836,0.7578715335752366,0.6887941017265634,0.5989282187609762,1.2915085127090156,195
Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,18,4,181,4,0.41041659932302466,0.7176037371931374,0.668681211285587,0.8254593661851272,0.8223779175239916,1.2142565410262085,191
Royal Challengers Bangalore,Punjab Kings,Wankhede Stadium,Royal Challengers Bangalore,bat,9,2,68,10,0.769702895626194,0.6144493772803454,0.7125600709631665,0.5429807723167099,0.7533820273776766,0.9427936377150699,151
Rajasthan Royals,Gujarat Titans,Wankhede Stadium,Gujarat Titans,bat,6,3,52,3,0.6457838072048053,0.5876373364303369,0.2080134448859784,0.6910075515552491,0.6947151370671295,1.1169427321222845,186
Gujarat Titans,Mumbai Indians,Wankhede Stadium,Mumbai Indians,bat,12,4,120,2,0.3780899168915735,0.4871928292665667,0.2338116538151948,0.5603554682133922,0.5603848370006133,1.2188720842653535,202
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,14,5,142,5,0.7089196640574706,0.6451620679686585,0.3252874247619699,0.44364719100165856,0.7561303465417956,0.8675876565834036,192
Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,Chennai Super Kings,bat,9,3,70,4,0.38762172940553163,0.7762288790995359,0.3129637886439728,0.5245349718226726,0.9099347244097824,0.9787475606855935,171
Punjab Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,Punjab Kings,field,19,3,215,1,0.6143019738214366,0.4272352550194245,0.3798696205532027,0.5026677479232315,0.5133663543450898,0.9588907298257483,219
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,field,20,0,168,7,0.3985248373549711,0.3822451969223898,0.3599567243423041,0.9283400345941196,0.8647401370407866,1.1047620357306414,168
Sunrisers Hyderabad,Royal Challengers Bangalore,Eden Gardens,Sunrisers Hyderabad,bat,14,4,124,1,0.7751248395925519,0.739231306823138,0.6164960892108993,0.8615577616420453,0.8886642699930936,1.2002503488687704,171
Mumbai Indians,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Mumbai Indians,bat,18,2,162,2,0.6926439195694631,0.3020235696638077,0.3985750632168561,0.5460705913342302,0.4856016475767321,1.0179946041757453,178
Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,6,3,48,2,0.7337284447967216,0.8640025752758254,0.5227783294958612,0.43924458044734227,0.482932168349797,0.8255415021718548,191
Gujarat Titans,Lucknow Super Giants,Narendra Modi Stadium,Gujarat Titans,field,14,4,135,4,0.6962374212807505,0.4070771380463537,0.6703045432792973,0.8722160481969996,0.7461383036724749,1.152174483138807,182
Gujarat Titans,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,8,3,67,4,0.468717548139614,0.6475489111683325,0.41262267143979287,0.7631583065751425,0.7726459021269334,0.7079349697591018,180
Gujarat Titans,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,field,9,2,86,0,0.7494391624447427,0.4556818041371189,0.3170440844359025,0.763316316402502,0.5356416004489883,0.9848481064198638,203
Royal Challengers Bangalore,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,11,2,108,1,0.4276045183767617,0.6829578064937427,0.3874335710529675,0.4365321616028565,0.8095274735704923,1.0102613215634944,180
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,14,0,99,3,0.36003721479098943,0.6667533138631918,0.2657813161029686,0.851557086129626,0.5073459587989908,1.16263605505427,135
Punjab Kings,Rajasthan Royals,Feroz Shah Kotla,Punjab Kings,bat,5,1,41,1,0.8299815523401142,0.8010475948019089,0.4156336001191367,0.5469513085423355,0.5355152358320772,1.1116091338573533,161
Punjab Kings,Chennai Super Kings,Rajiv Gandhi International Stadium,Chennai Super Kings,bat,10,1,68,9,0.6187091842327861,0.8082119640097245,0.6552282522080085,0.7889206180990944,0.46092831165071835,1.098889810457649,113
Sunrisers Hyderabad,Royal Challengers Bangalore,Feroz Shah Kotla,Sunrisers Hyderabad,field,16,3,130,8,0.6480296233984553,0.45488670735702497,0.2881361367586311,0.8037091929011371,0.6254412529501673,0.819665394424187,157
Kolkata Knight Riders,Delhi Capitals,M. A. Chidambaram Stadium,Delhi Capitals,bat,8,4,73,3,0.7461788600532329,0.6206284798782424,0.26452371246197803,0.43188984770642413,0.5418652097116285,1.1236769386922076,163
Chennai Super Kings,Delhi Capitals,Ekana Cricket Stadium,Chennai Super Kings,field,7,3,65,3,0.4444955005055719,0.30904914489864255,0.31484418775945744,0.6737316172982931,0.5983249995823203,1.25056163263879,152
Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,Chennai Super Kings,field,8,4,78,5,0.5249282341709338,0.6924620588688964,0.20362358305795414,0.9367424658772248,0.5443991563245845,1.201778220006329,175
Lucknow Super Giants,Chennai Super Kings,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,16,5,160,0,0.7715991133649172,0.5626716001946034,0.29949696373888957,0.8334283931360231,0.6116877468160076,1.0588661601027174,185
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,bat,19,3,193,2,0.5092300634876963,0.41324503510033467,0.666954949914035,0.736703174285918,0.5943572377799096,1.0325169837696642,197
Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,Kolkata Knight Riders,bat,19,4,162,8,0.8982152177621243,0.4354489777572342,0.3342242801306841,0.5573914433248779,0.6628823594998154,0.7599806725374243,163
Lucknow Super Giants,Rajasthan Royals,M. A. Chidambaram Stadium,Rajasthan Royals,field,12,1,78,10,0.3033403999085497,0.45959213310523767,0.5536072775227292,0.6977007442023606,0.5615691177560725,0.8046257660325815,113
Lucknow Super Giants,Mumbai Indians,Feroz Shah Kotla,Lucknow Super Giants,field,5,5,31,10,0.4726976901655462,0.36781427066568034,0.7075873149847163,0.47716763490143005,0.5904607451009839,1.2256877820118088,138
Mumbai Indians,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,field,14,2,125,7,0.8233747025216918,0.586610437890374,0.7409793614077975,0.7995822501145067,0.5123463087693624,1.089931969877596,157
Lucknow Super Giants,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,field,17,2,151,5,0.6407053683320421,0.5173288875742126,0.25529114695050875,0.6650677282653241,0.6877283292725327,0.9749662755877834,172
Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,Delhi Capitals,bat,13,0,75,10,0.6424357018684482,0.3704389035616493,0.4034007912419547,0.7149561842989249,0.626979366958615,1.2800957822443704,127
Lucknow Super Giants,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,field,19,3,128,9,0.8346599140017836,0.888543565174521,0.49855763332296754,0.602691593372513,0.814540064697855,1.0449627869612206,131
Mumbai Indians,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Sunrisers Hyderabad,bat,14,0,117,7,0.5734128344421257,0.7836008084610595,0.5075953181248146,0.5026470027672472,0.5882805706347857,1.2013735938527677,156
Gujarat Titans,Mumbai Indians,Eden Gardens,Gujarat Titans,field,7,3,55,0,0.3602630627415625,0.5026419251214029,0.2479579862448657,0.6210842466344154,0.7720256528059211,0.8135309703728167,168
Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,Chennai Super Kings,field,13,5,100,2,0.5301530878466342,0.6331199831893977,0.47248246586134784,0.7610359124534847,0.48895835917593883,1.1576754870845107,173
Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,Rajasthan Royals,bat,11,4,90,7,0.6108888576377149,0.465971007572037,0.5401372317429809,0.5291640395232745,0.44604373031046385,0.7282997271214002,138
Lucknow Super Giants,Rajasthan Royals,Narendra Modi Stadium,Lucknow Super Giants,field,20,0,196,2,0.5721516211981764,0.7569399581317371,0.6779555690849708,0.5121476317627056,0.4476737458783637,1.0874777186729359,196
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,bat,14,3,96,7,0.5484593034427623,0.5033384264037057,0.2394422034143657,0.5560981640140517,0.9274725551514518,0.9926109074395899,122
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,Sunrisers Hyderabad,field,9,4,81,7,0.8851288465334948,0.804787325805354,0.7720390932860379,0.9131112781272583,0.6626072880866549,0.8306704914181018,146
Gujarat Titans,Delhi Capitals,Eden Gardens,Gujarat Titans,field,6,3,41,0,0.7299904517847224,0.8102859111794856,0.22523723170667379,0.5593518318915179,0.7589464438226449,1.168312256510723,183
Kolkata Knight Riders,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,bat,10,1,81,1,0.7320949168652109,0.5691062824252988,0.5512740807391111,0.554500769692847,0.8627258873629196,0.773723432254771,170
Delhi Capitals,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Capitals,field,6,5,45,0,0.827956130221774,0.5232701605358485,0.5569474611939729,0.6437423160757387,0.496952472737043,1.1943641748208587,164
Lucknow Super Giants,Rajasthan Royals,Eden Gardens,Lucknow Super Giants,field,8,0,54,8,0.4768951215457956,0.7805245160174351,0.6479737750446117,0.7312249793349131,0.93145847729733,0.9217008765660031,134
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,8,0,65,6,0.5022268140319452,0.8704306620000175,0.37644852571995335,0.4938679681217062,0.8908247084661585,1.2771053416784486,159
Punjab Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,Punjab Kings,field,14,2,100,9,0.4988685285272794,0.5691975086481985,0.4951780511808162,0.7597227593426275,0.7275422276588637,1.2387330721800627,126
Royal Challengers Bangalore,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,bat,8,4,64,0,0.4729753648357594,0.4358733110409695,0.6900819286740727,0.9216983688233684,0.5325339348616954,1.094366449207491,197
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,14,0,125,3,0.8005178451062076,0.48887457415071844,0.48626948805940307,0.8160921014730855,0.7278915048862162,0.790391414294707,164
Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,bat,19,4,175,10,0.511957096482469,0.6848221329138879,0.40495605895207454,0.48396310077747884,0.47051166489350915,1.0354518283523508,177
Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,Gujarat Titans,bat,7,3,70,5,0.5342777552298181,0.5142510316016242,0.7726568041814725,0.6130388851306224,0.7410658118473722,1.0296216148822022,163
Kolkata Knight Riders,Lucknow Super Giants,Ekana Cricket Stadium,Kolkata Knight Riders,bat,9,4,70,3,0.6218846996718068,0.7582338863450908,0.5185254583605028,0.7363917756591132,0.4262536271392247,0.9811637284714688,166
Lucknow Super Giants,Chennai Super Kings,Sawai Mansingh Stadium,Lucknow Super Giants,bat,13,1,121,1,0.6670680456071292,0.6588452160788899,0.225624752742018,0.7604964525942133,0.45442997169472316,1.203857027214409,198
Sunrisers Hyderabad,Rajasthan Royals,Punjab Cricket Association Stadium,Rajasthan Royals,field,17,2,152,0,0.4035658240096491,0.6579113529751339,0.28499252820451587,0.9372944313094447,0.751515729941257,0.7386331611161446,175
Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,Delhi Capitals,field,8,0,62,6,0.44432130201591635,0.6469152543992138,0.6895435780827037,0.5494961375912297,0.8870757287310411,0.9006707776386418,137
Royal Challengers Bangalore,Gujarat Titans,Ekana Cricket Stadium,Royal Challengers Bangalore,bat,8,1,60,1,0.8817710707550319,0.5458852356726753,0.413655285309831,0.8052315785453259,0.8017724370547084,1.1789760963871023,161
Chennai Super Kings,Punjab Kings,Wankhede Stadium,Chennai Super Kings,field,18,4,182,1,0.8603058911776793,0.7929794759787461,0.33249851289597676,0.8721300029409118,0.4696936255325173,1.0887103763743917,195
Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,14,5,124,0,0.6897227863357871,0.5057248977051519,0.7630843944950414,0.8014954617504659,0.5256179913456358,1.2597556798685372,167
Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,Chennai Super Kings,bat,6,1,44,10,0.6190569620574995,0.7292258352233018,0.5310345563120364,0.5540643012281086,0.6864629860102496,1.015609511300219,120
Lucknow Super Giants,Punjab Kings,Rajiv Gandhi International Stadium,Lucknow Super Giants,field,10,0,86,0,0.7328233889004996,0.3092476238564045,0.6226961525064584,0.41827100124531846,0.5698718307758822,0.7950309376588593,174
Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,Sunrisers Hyderabad,bat,18,4,120,8,0.371222713472876,0.4878901416490654,0.6580978330661471,0.6567116936363689,0.6926152817737291,0.9754539144097247,125
Delhi Capitals,Gujarat Titans,Wankhede Stadium,Gujarat Titans,field,7,0,58,0,0.8726642225283487,0.36418323565154453,0.6976303753293351,0.8351342978713766,0.6630716456583543,1.2410642302067254,184
Kolkata Knight Riders,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,field,9,4,89,5,0.7744541293965619,0.4438330728472516,0.7761030984423867,0.5733590516386173,0.8093235926274662,1.080249681470639,172
Kolkata Knight Riders,Mumbai Indians,Punjab Cricket Association Stadium,Kolkata Knight Riders,field,19,0,216,0,0.8683443615030633,0.3347245252565436,0.37249491272302626,0.6991915228161238,0.9475339312464411,1.0075910930277554,227
Gujarat Titans,Royal Challengers Bangalore,Narendra Modi Stadium,Royal Challengers Bangalore,bat,14,1,114,6,0.617419417091166,0.6951923120324959,0.2752065595651297,0.7751472114417927,0.7190699940712981,0.9839455358914573,148
Sunrisers Hyderabad,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,13,0,95,5,0.7499564853959952,0.36490003939365645,0.5198973908829521,0.47102466232813656,0.5645931170417875,0.8351578917096301,163
Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,10,5,98,0,0.5324176147636006,0.7451271848192633,0.7652176412322307,0.4316225479770929,0.7124402813838685,0.7425197592880655,176
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,bat,14,1,139,3,0.8090760875279339,0.6306663662892633,0.3322521932975072,0.8187570143872439,0.9472053779091782,1.1029340085354538,177
Sunrisers Hyderabad,Delhi Capitals,Ekana Cricket Stadium,Sunrisers Hyderabad,field,9,5,88,5,0.8348002249081572,0.7445140705537621,0.6033616960449611,0.5717063110638665,0.8664638703116767,1.2421827627720154,153
Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,Royal Challengers Bangalore,bat,11,2,107,4,0.6230288809875835,0.5946786587974908,0.6079171495791689,0.4916192205084013,0.8866403707694172,0.8936772006459195,176
Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,8,1,60,7,0.6408045250010459,0.5606216038525758,0.5137616676950196,0.8241280388886372,0.8702040948050103,1.008772137374916,144
Gujarat Titans,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,7,3,51,6,0.5793630634719775,0.3008975406083754,0.29523636027472133,0.862452360022278,0.67784637789464,1.011413700911104,142
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,Gujarat Titans,bat,6,1,40,10,0.40596714510641824,0.8647371258929213,0.6259995766361683,0.7755380394311647,0.7212794885336284,0.8489292358068565,127
Mumbai Indians,Punjab Kings,Eden Gardens,Mumbai Indians,field,16,0,152,8,0.31209217102572673,0.6914946099584911,0.3906586479741403,0.4216800745141988,0.514352158270756,0.8875589780600384,181
Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,Gujarat Titans,bat,15,0,117,7,0.6315072185930386,0.7283433035540696,0.7232359220326137,0.43935973957444163,0.9155078366412833,0.9371682105306476,151
Lucknow Super Giants,Punjab Kings,Narendra Modi Stadium,Punjab Kings,bat,5,5,48,3,0.33503402992678827,0.670101276356249,0.3269577687925894,0.47507703439273263,0.7274235527299627,1.1088290219822903,161
Sunrisers Hyderabad,Gujarat Titans,Feroz Shah Kotla,Gujarat Titans,bat,15,2,140,5,0.834402804100393,0.7435745587979363,0.527500968487614,0.8243831078887589,0.9277399965512997,1.1292627155779678,177
Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,Punjab Kings,bat,18,1,202,3,0.8783821917119443,0.36067398474168594,0.6990775633552799,0.43140736483036213,0.43332721732112306,1.015055431200606,213
Gujarat Titans,Royal Challengers Bangalore,Ekana Cricket Stadium,Gujarat Titans,bat,20,0,206,4,0.3722579415197299,0.6723782575833881,0.5715155523392372,0.8199275827859673,0.8871845165543167,1.0563699121611887,206
Chennai Super Kings,Delhi Capitals,Punjab Cricket Association Stadium,Chennai Super Kings,bat,15,2,115,9,0.5620688092282973,0.8462280022789075,0.32554381690929535,0.6556796203421302,0.8797857898430641,0.8050837987783989,143
Chennai Super Kings,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,field,10,2,57,10,0.8870883475242368,0.8222945313780214,0.5773983222817468,0.4856719298159422,0.6666650757221801,0.9109760193674468,123
Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,10,2,75,8,0.749936610495131,0.3870095328982422,0.3084550514163183,0.7696365253465142,0.48714701515760295,1.0268822746385036,136
Lucknow Super Giants,Royal Challengers Bangalore,Feroz Shah Kotla,Lucknow Super Giants,bat,6,4,46,4,0.6583162692077889,0.6570475766422569,0.21849808583035224,0.9480358968438677,0.7754442825531805,0.8293395739588492,178
Rajasthan Royals,Kolkata Knight Riders,M. A. Chidambaram Stadium,Kolkata Knight Riders,bat,20,0,237,1,0.5738687026362437,0.800724923121487,0.2597878598934119,0.6573008895498763,0.5014203753662069,1.1881008590196651,237
Rajasthan Royals,Lucknow Super Giants,Rajiv Gandhi International Stadium,Rajasthan Royals,field,17,5,213,1,0.62846651950033,0.3802018348359858,0.603775760303163,0.813196934049063,0.7899394211929498,0.7006895806262367,231
Royal Challengers Bangalore,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,10,4,97,0,0.3042697122034989,0.6961904875914284,0.23809330644343119,0.41977145385232395,0.7412043223825644,1.1491857856769054,173
Rajasthan Royals,Kolkata Knight Riders,M. A. Chidambaram Stadium,Kolkata Knight Riders,field,6,2,49,1,0.8252449589840161,0.6601582631219189,0.4948147884396922,0.6849660002571326,0.8032587522769128,0.909526788030487,211
Gujarat Titans,Delhi Capitals,Ekana Cricket Stadium,Gujarat Titans,field,19,5,222,4,0.44619049681043776,0.4250244268302572,0.361663893395088,0.9171737016731348,0.6597387494474043,0.8086684680986648,222
Lucknow Super Giants,Delhi Capitals,Feroz Shah Kotla,Lucknow Super Giants,bat,11,3,86,6,0.7358645007179033,0.5389793467204144,0.333864127682693,0.4303275714488532,0.9123598962678943,1.0602867125802549,121
